assembly_accession	taxid	species_taxid	organism_name
GCF_013177705.1	36873	36873	Paraburkholderia xenovorans
GCF_003626495.1	37919	37919	Rhodococcus opacus
GCF_004365075.1	37919	37919	Rhodococcus opacus
GCF_012396235.1	37919	37919	Rhodococcus opacus
GCF_001646735.1	37919	37919	Rhodococcus opacus
GCF_017916235.1	37919	37919	Rhodococcus opacus
GCF_012971805.1	37919	37919	Rhodococcus opacus
GCF_000736435.1	37919	37919	Rhodococcus opacus
GCF_001292845.1	37919	37919	Rhodococcus opacus
GCF_001685605.1	37919	37919	Rhodococcus opacus
GCF_002968035.1	37919	37919	Rhodococcus opacus
GCF_016728365.1	38304	38304	Corynebacterium tuberculostearicum
GCF_016127015.1	38304	38304	Corynebacterium tuberculostearicum
GCF_016613425.1	38304	38304	Corynebacterium tuberculostearicum
GCF_013408445.1	38304	38304	Corynebacterium tuberculostearicum
GCF_016894265.1	38304	38304	Corynebacterium tuberculostearicum
GCF_017579985.1	38313	38313	Shewanella algae
GCF_017580125.1	38313	38313	Shewanella algae
GCF_017580585.1	38313	38313	Shewanella algae
GCF_017580005.1	38313	38313	Shewanella algae
GCF_017580565.1	38313	38313	Shewanella algae
GCF_017580385.1	38313	38313	Shewanella algae
GCF_017580635.1	38313	38313	Shewanella algae
GCF_017580595.1	38313	38313	Shewanella algae
GCF_007636415.1	38313	38313	Shewanella algae
GCF_003124085.1	38313	38313	Shewanella algae
GCF_008119825.1	38313	38313	Shewanella algae
GCF_017580395.1	38313	38313	Shewanella algae
GCF_007636455.1	38313	38313	Shewanella algae
GCF_002318995.1	38313	38313	Shewanella algae
GCF_017580325.1	38313	38313	Shewanella algae
GCF_007844895.1	38313	38313	Shewanella algae
GCF_017580105.1	38313	38313	Shewanella algae
GCF_014702225.1	38313	38313	Shewanella algae
GCF_900457125.1	38313	38313	Shewanella algae
GCF_017580335.1	38313	38313	Shewanella algae
GCF_007595325.1	38313	38313	Shewanella algae
GCF_007636495.1	38313	38313	Shewanella algae
GCF_007636355.1	38313	38313	Shewanella algae
GCF_017580535.1	38313	38313	Shewanella algae
GCF_017580485.1	38313	38313	Shewanella algae
GCF_017580285.1	38313	38313	Shewanella algae
GCF_009183365.2	38313	38313	Shewanella algae
GCF_017570045.1	38313	38313	Shewanella algae
GCF_017570225.1	38313	38313	Shewanella algae
GCF_007636365.1	38313	38313	Shewanella algae
GCF_003721455.1	38313	38313	Shewanella algae
GCF_017580345.1	38313	38313	Shewanella algae
GCF_017570125.1	38313	38313	Shewanella algae
GCF_017580295.1	38313	38313	Shewanella algae
GCF_007595365.1	38313	38313	Shewanella algae
GCF_017580185.1	38313	38313	Shewanella algae
GCF_007636395.1	38313	38313	Shewanella algae
GCF_017580425.1	38313	38313	Shewanella algae
GCF_009846595.1	38313	38313	Shewanella algae
GCF_017580225.1	38313	38313	Shewanella algae
GCF_017580685.1	38313	38313	Shewanella algae
GCF_018799065.1	38313	38313	Shewanella algae
GCF_017580455.1	38313	38313	Shewanella algae
GCF_012396675.1	38313	38313	Shewanella algae
GCF_003024535.1	38313	38313	Shewanella algae
GCF_017580095.1	38313	38313	Shewanella algae
GCF_017580705.1	38313	38313	Shewanella algae
GCF_002836995.1	38313	38313	Shewanella algae
GCF_017580235.1	38313	38313	Shewanella algae
GCF_002237105.1	38313	38313	Shewanella algae
GCF_017580525.1	38313	38313	Shewanella algae
GCF_001858195.1	38313	38313	Shewanella algae
GCF_003025175.1	38313	38313	Shewanella algae
GCF_003024575.1	38313	38313	Shewanella algae
GCF_017580415.1	38313	38313	Shewanella algae
GCF_001870495.1	38313	38313	Shewanella algae
GCF_017570325.1	38313	38313	Shewanella algae
GCF_017580505.1	38313	38313	Shewanella algae
GCF_017580715.1	38313	38313	Shewanella algae
GCF_007595085.1	38313	38313	Shewanella algae
GCF_007595405.1	38313	38313	Shewanella algae
GCF_007595175.1	38313	38313	Shewanella algae
GCF_017580205.1	38313	38313	Shewanella algae
GCF_017580215.1	38313	38313	Shewanella algae
GCF_007860205.1	38313	38313	Shewanella algae
GCF_000947195.1	38313	38313	Shewanella algae
GCF_017580085.1	38313	38313	Shewanella algae
GCF_017580145.1	38313	38313	Shewanella algae
GCF_007595095.1	38313	38313	Shewanella algae
GCF_009730655.1	38313	38313	Shewanella algae
GCF_017580065.1	38313	38313	Shewanella algae
GCF_007595165.1	38313	38313	Shewanella algae
GCF_014444625.1	38313	38313	Shewanella algae
GCF_017580015.1	38313	38313	Shewanella algae
GCF_014263185.1	38313	38313	Shewanella algae
GCF_017580025.1	38313	38313	Shewanella algae
GCF_007595205.1	38313	38313	Shewanella algae
GCF_017580665.1	38313	38313	Shewanella algae
GCF_007595375.1	38313	38313	Shewanella algae
GCF_007595215.1	38313	38313	Shewanella algae
GCF_017809215.1	38875	38875	Bacillus oleronius
GCF_018332875.1	38875	38875	Bacillus oleronius
GCF_018916695.1	38875	38875	Bacillus oleronius
GCF_002009555.1	38875	38875	Bacillus oleronius
GCF_001618825.1	39645	39645	Mesorhizobium ciceri
GCF_900683535.1	41997	41997	Enterococcus saccharolyticus
GCF_001886235.1	41997	41997	Enterococcus saccharolyticus
GCF_016771635.1	46224	46224	Bacillus sporothermodurans
GCF_016771335.1	46224	46224	Bacillus sporothermodurans
GCF_016771535.1	46224	46224	Bacillus sporothermodurans
GCF_016771505.1	46224	46224	Bacillus sporothermodurans
GCF_016771275.1	46224	46224	Bacillus sporothermodurans
GCF_016771575.1	46224	46224	Bacillus sporothermodurans
GCF_016771415.1	46224	46224	Bacillus sporothermodurans
GCF_003055025.1	46224	46224	Bacillus sporothermodurans
GCF_016771455.1	46224	46224	Bacillus sporothermodurans
GCF_016771545.1	46224	46224	Bacillus sporothermodurans
GCF_016771755.1	46224	46224	Bacillus sporothermodurans
GCF_016771475.1	46224	46224	Bacillus sporothermodurans
GCF_016771895.1	46224	46224	Bacillus sporothermodurans
GCF_016771315.1	46224	46224	Bacillus sporothermodurans
GCF_016771395.1	46224	46224	Bacillus sporothermodurans
GCF_016771915.1	46224	46224	Bacillus sporothermodurans
GCF_016771135.1	46224	46224	Bacillus sporothermodurans
GCF_016785185.1	46224	46224	Bacillus sporothermodurans
GCF_003055045.1	46224	46224	Bacillus sporothermodurans
GCF_016756695.1	46224	46224	Bacillus sporothermodurans
GCF_016771205.1	46224	46224	Bacillus sporothermodurans
GCF_016771655.1	46224	46224	Bacillus sporothermodurans
GCF_003055085.1	46224	46224	Bacillus sporothermodurans
GCF_016771615.1	46224	46224	Bacillus sporothermodurans
GCF_016771435.1	46224	46224	Bacillus sporothermodurans
GCF_003055065.1	46224	46224	Bacillus sporothermodurans
GCF_016771495.1	46224	46224	Bacillus sporothermodurans
GCF_016771195.1	46224	46224	Bacillus sporothermodurans
GCF_016771875.1	46224	46224	Bacillus sporothermodurans
GCF_016771345.1	46224	46224	Bacillus sporothermodurans
GCF_016771155.1	46224	46224	Bacillus sporothermodurans
GCF_016771595.1	46224	46224	Bacillus sporothermodurans
GCF_016771375.1	46224	46224	Bacillus sporothermodurans
GCF_016771235.1	46224	46224	Bacillus sporothermodurans
GCF_016771175.1	46224	46224	Bacillus sporothermodurans
GCF_016771245.1	46224	46224	Bacillus sporothermodurans
GCF_016771295.1	46224	46224	Bacillus sporothermodurans
GCF_001587375.1	46224	46224	Bacillus sporothermodurans
GCF_001575215.1	47312	47312	Tsukamurella pulmonis
GCF_001575165.1	47312	47312	Tsukamurella pulmonis
GCF_900103175.1	47312	47312	Tsukamurella pulmonis
GCF_900460155.1	47312	47312	Tsukamurella pulmonis
GCF_003346735.1	47312	47312	Tsukamurella pulmonis
GCF_013401715.1	47917	47917	Serratia fonticola
GCF_003353605.1	47917	47917	Serratia fonticola
GCF_002588845.1	47917	47917	Serratia fonticola
GCF_017829855.1	47917	47917	Serratia fonticola
GCF_007827525.1	47917	47917	Serratia fonticola
GCF_006714955.1	47917	47917	Serratia fonticola
GCF_013401595.1	47917	47917	Serratia fonticola
GCF_014268125.1	47917	47917	Serratia fonticola
GCF_001514455.1	47917	47917	Serratia fonticola
GCF_013401635.1	47917	47917	Serratia fonticola
GCF_005489985.1	47917	47917	Serratia fonticola
GCF_013336765.1	47917	47917	Serratia fonticola
GCF_900638145.1	47917	47917	Serratia fonticola
GCF_017829795.1	47917	47917	Serratia fonticola
GCF_001880985.1	47917	47917	Serratia fonticola
GCF_014855745.1	47917	47917	Serratia fonticola
GCF_001006005.1	47917	47917	Serratia fonticola
GCF_014268045.1	47917	47917	Serratia fonticola
GCF_016770915.1	47917	47917	Serratia fonticola
GCF_013401755.1	47917	47917	Serratia fonticola
GCF_014268175.1	47917	47917	Serratia fonticola
GCF_006715025.1	47917	47917	Serratia fonticola
GCF_017829835.1	47917	47917	Serratia fonticola
GCF_002269665.1	47917	47917	Serratia fonticola
GCF_014205655.1	47917	47917	Serratia fonticola
GCF_011691375.1	47917	47917	Serratia fonticola
GCF_013337245.1	47917	47917	Serratia fonticola
GCF_001908045.1	47917	47917	Serratia fonticola
GCF_009936565.1	47917	47917	Serratia fonticola
GCF_016770895.1	47917	47917	Serratia fonticola
GCF_014268105.1	47917	47917	Serratia fonticola
GCF_014268055.1	47917	47917	Serratia fonticola
GCF_013401625.1	47917	47917	Serratia fonticola
GCF_016771795.1	47917	47917	Serratia fonticola
GCF_017829775.1	47917	47917	Serratia fonticola
GCF_017829785.1	47917	47917	Serratia fonticola
GCF_009910575.1	47917	47917	Serratia fonticola
GCF_004209405.1	52133	52133	Acinetobacter venetianus
GCF_001484985.1	52133	52133	Acinetobacter venetianus
GCF_001584645.1	52133	52133	Acinetobacter venetianus
GCF_001584675.1	52133	52133	Acinetobacter venetianus
GCF_001584655.1	52133	52133	Acinetobacter venetianus
GCF_001575095.1	52133	52133	Acinetobacter venetianus
GCF_001577485.1	52133	52133	Acinetobacter venetianus
GCF_001584665.1	52133	52133	Acinetobacter venetianus
GCF_001529365.1	56812	56812	Shewanella frigidimarina
GCF_003797845.1	56812	56812	Shewanella frigidimarina
GCF_003797125.1	56812	56812	Shewanella frigidimarina
GCF_900104775.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_002869785.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_001575225.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_016919465.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_001623895.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_003339725.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_001575155.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_900637875.1	57704	57704	Tsukamurella tyrosinosolvens
GCF_004115975.1	59602	59602	Gelidibacter gilvus
GCF_002028285.1	61435	61435	Dehalococcoides mccartyi
GCF_002021775.1	61435	61435	Dehalococcoides mccartyi
GCF_002024225.1	61435	61435	Dehalococcoides mccartyi
GCF_002924525.1	61435	61435	Dehalococcoides mccartyi
GCF_002007825.1	61435	61435	Dehalococcoides mccartyi
GCF_000741845.1	61435	61435	Dehalococcoides mccartyi
GCF_018409405.1	61435	61435	Dehalococcoides mccartyi
GCF_001515295.1	61435	61435	Dehalococcoides mccartyi
GCF_002024205.1	61435	61435	Dehalococcoides mccartyi
GCF_001610775.1	61435	61435	Dehalococcoides mccartyi
GCF_002007845.1	61435	61435	Dehalococcoides mccartyi
GCF_002356375.1	61435	61435	Dehalococcoides mccartyi
GCF_002007865.1	61435	61435	Dehalococcoides mccartyi
GCF_001459095.1	61435	61435	Dehalococcoides mccartyi
GCF_001889305.1	61435	61435	Dehalococcoides mccartyi
GCF_004684285.1	61435	61435	Dehalococcoides mccartyi
GCF_013620765.1	61435	61435	Dehalococcoides mccartyi
GCF_002007905.1	61435	61435	Dehalococcoides mccartyi
GCF_001460955.1	61435	61435	Dehalococcoides mccartyi
GCF_009911755.1	65741	65741	Pseudomonas knackmussii
GCF_001418395.1	67344	67344	Streptomyces prasinopilosus
GCF_001419695.1	67344	67344	Streptomyces prasinopilosus
GCF_900101585.1	67344	67344	Streptomyces prasinopilosus
GCF_009936315.1	68175	68175	Streptomyces antimycoticus
GCF_002154275.1	68175	68175	Streptomyces antimycoticus
GCF_005405925.1	68175	68175	Streptomyces antimycoticus
GCF_010093445.1	69284	69284	Pseudoxanthomonas japonensis
GCF_018403535.1	69284	69284	Pseudoxanthomonas japonensis
GCF_003730275.1	69670	69670	Brevundimonas halotolerans
GCF_014199165.1	69670	69670	Brevundimonas halotolerans
GCF_003269815.1	71657	71657	Lonsdalea quercina
GCF_900107885.1	71657	71657	Lonsdalea quercina
GCF_003269835.1	71657	71657	Lonsdalea quercina
GCF_001072275.1	76860	76860	Streptococcus constellatus
GCF_000814045.1	76860	76860	Streptococcus constellatus
GCF_001074375.1	76860	76860	Streptococcus constellatus
GCF_015559305.1	76860	76860	Streptococcus constellatus
GCF_900459125.1	76860	76860	Streptococcus constellatus
GCF_016127875.1	76860	76860	Streptococcus constellatus
GCF_902167705.1	76860	76860	Streptococcus constellatus
GCF_015555235.1	76860	76860	Streptococcus constellatus
GCF_003570855.1	76860	76860	Streptococcus constellatus
GCF_016725005.1	76860	76860	Streptococcus constellatus
GCF_016889885.1	76860	76860	Streptococcus constellatus
GCF_001075725.1	76860	76860	Streptococcus constellatus
GCF_004369205.1	78350	78350	Pelotomaculum schinkii
GCF_900107685.1	83784	83784	Paraburkholderia sartisoli
GCF_001514535.1	86166	86166	Thermodesulfovibrio aggregans
GCF_018860445.1	86304	86304	Saccharophagus degradans
GCF_017875465.1	92490	92490	Erwinia toletana
GCF_014206835.1	92647	92647	Paraburkholderia tropica
GCF_902833865.1	92647	92647	Paraburkholderia tropica
GCF_900109265.1	92647	92647	Paraburkholderia tropica
GCF_002071575.1	92647	92647	Paraburkholderia tropica
GCF_014191085.1	92647	92647	Paraburkholderia tropica
GCF_003253955.1	92647	92647	Paraburkholderia tropica
GCF_003201665.1	92647	92647	Paraburkholderia tropica
GCF_007474615.1	92647	92647	Paraburkholderia tropica
GCF_001673675.1	92647	92647	Paraburkholderia tropica
GCF_014171495.1	92647	92647	Paraburkholderia tropica
GCF_902833825.1	92647	92647	Paraburkholderia tropica
GCF_014191145.1	92647	92647	Paraburkholderia tropica
GCF_002075795.1	93973	93973	Shewanella japonica
GCF_003605145.1	93973	93973	Shewanella japonica
GCF_900196915.1	104628	104628	Helicobacter suis
GCF_900196935.1	104628	104628	Helicobacter suis
GCF_902196125.1	104628	104628	Helicobacter suis
GCF_900196825.1	104628	104628	Helicobacter suis
GCF_900196945.1	104628	104628	Helicobacter suis
GCF_007036205.1	104628	104628	Helicobacter suis
GCF_900196975.1	104628	104628	Helicobacter suis
GCF_900196835.1	104628	104628	Helicobacter suis
GCF_900196985.1	104628	104628	Helicobacter suis
GCF_902196155.1	104628	104628	Helicobacter suis
GCF_900196865.1	104628	104628	Helicobacter suis
GCF_013373995.1	104628	104628	Helicobacter suis
GCF_900196795.1	104628	104628	Helicobacter suis
GCF_902312325.1	104628	104628	Helicobacter suis
GCF_013374215.1	104628	104628	Helicobacter suis
GCF_902196105.1	104628	104628	Helicobacter suis
GCF_017979375.1	104628	104628	Helicobacter suis
GCF_902196135.1	104628	104628	Helicobacter suis
GCF_902196145.1	104628	104628	Helicobacter suis
GCF_902196115.1	104628	104628	Helicobacter suis
GCF_013374175.1	104628	104628	Helicobacter suis
GCF_902196095.1	104628	104628	Helicobacter suis
GCF_001653055.1	104628	104628	Helicobacter suis
GCF_013374155.1	104628	104628	Helicobacter suis
GCF_902312345.1	104628	104628	Helicobacter suis
GCF_013374195.1	104628	104628	Helicobacter suis
GCF_902312335.1	104628	104628	Helicobacter suis
GCF_008977645.1	106648	106648	Acinetobacter bereziniae
GCF_001055215.1	106648	106648	Acinetobacter bereziniae
GCF_016502565.1	106648	106648	Acinetobacter bereziniae
GCF_016502275.1	106648	106648	Acinetobacter bereziniae
GCF_013346585.1	106648	106648	Acinetobacter bereziniae
GCF_002813045.1	106648	106648	Acinetobacter bereziniae
GCF_017592385.1	106648	106648	Acinetobacter bereziniae
GCF_016093205.1	106648	106648	Acinetobacter bereziniae
GCF_013346575.1	106648	106648	Acinetobacter bereziniae
GCF_013346565.1	106648	106648	Acinetobacter bereziniae
GCF_013346625.1	106648	106648	Acinetobacter bereziniae
GCF_001500155.2	106648	106648	Acinetobacter bereziniae
GCF_009013675.1	106648	106648	Acinetobacter bereziniae
GCF_013346635.1	106648	106648	Acinetobacter bereziniae
GCF_000825165.1	106648	106648	Acinetobacter bereziniae
GCF_008995815.1	106648	106648	Acinetobacter bereziniae
GCF_000753985.1	106648	106648	Acinetobacter bereziniae
GCF_008986045.1	106648	106648	Acinetobacter bereziniae
GCF_008998295.1	106648	106648	Acinetobacter bereziniae
GCF_008996455.1	106648	106648	Acinetobacter bereziniae
GCF_003670255.1	106648	106648	Acinetobacter bereziniae
GCF_009007315.1	106648	106648	Acinetobacter bereziniae
GCF_016613445.1	106648	106648	Acinetobacter bereziniae
GCF_016502505.1	106648	106648	Acinetobacter bereziniae
GCF_016576845.1	106648	106648	Acinetobacter bereziniae
GCF_016103405.1	106648	106648	Acinetobacter bereziniae
GCF_016502515.1	106648	106648	Acinetobacter bereziniae
GCF_008990425.1	106648	106648	Acinetobacter bereziniae
GCF_016508445.1	106648	106648	Acinetobacter bereziniae
GCF_013433215.1	106648	106648	Acinetobacter bereziniae
GCF_016508365.1	106648	106648	Acinetobacter bereziniae
GCF_008997825.1	106648	106648	Acinetobacter bereziniae
GCF_009000535.1	106648	106648	Acinetobacter bereziniae
GCF_016502465.1	106648	106648	Acinetobacter bereziniae
GCF_016502345.1	106648	106648	Acinetobacter bereziniae
GCF_016576965.1	106648	106648	Acinetobacter bereziniae
GCF_016508545.1	106648	106648	Acinetobacter bereziniae
GCF_006334895.1	106648	106648	Acinetobacter bereziniae
GCF_013433235.1	106648	106648	Acinetobacter bereziniae
GCF_009013635.1	106648	106648	Acinetobacter bereziniae
GCF_016508395.1	106648	106648	Acinetobacter bereziniae
GCF_013433175.1	106648	106648	Acinetobacter bereziniae
GCF_008991265.1	106648	106648	Acinetobacter bereziniae
GCF_013433185.1	106648	106648	Acinetobacter bereziniae
GCF_008993855.1	106648	106648	Acinetobacter bereziniae
GCF_016502445.1	106648	106648	Acinetobacter bereziniae
GCF_008991785.1	106648	106648	Acinetobacter bereziniae
GCF_006334885.1	106648	106648	Acinetobacter bereziniae
GCF_008802215.1	106649	106649	Acinetobacter guillouiae
GCF_002370525.2	106649	106649	Acinetobacter guillouiae
GCF_009011835.1	106649	106649	Acinetobacter guillouiae
GCF_008996235.1	106649	106649	Acinetobacter guillouiae
GCF_017877275.1	106649	106649	Acinetobacter guillouiae
GCF_000829655.1	106649	106649	Acinetobacter guillouiae
GCF_017873645.1	110845	110845	Jeotgalicoccus pinnipedialis
GCF_903994035.1	110845	110845	Jeotgalicoccus pinnipedialis
GCF_014672695.1	111831	111831	Defluviicoccus vanus
GCF_003034225.1	114404	114404	Sphingomonas fennica
GCF_003298795.1	115553	115553	Halomonas sulfidaeris
GCF_001576535.1	115555	115555	Halomonas axialensis
GCF_000800185.1	115561	115561	Halomonas hydrothermalis
GCF_002442575.1	115561	115561	Halomonas hydrothermalis
GCF_011399095.1	115561	115561	Halomonas hydrothermalis
GCF_001465345.1	118060	118060	Enterococcus rotai
GCF_000740275.1	120576	120576	Brucella pinnipedialis
GCF_015624465.1	120576	120576	Brucella pinnipedialis
GCF_014193785.1	120577	120577	Brucella ceti
GCF_002245555.1	120577	120577	Brucella ceti
GCF_010093385.1	128785	128785	Pseudoxanthomonas mexicana
GCF_014397415.1	128785	128785	Pseudoxanthomonas mexicana
GCF_001556105.1	128785	128785	Pseudoxanthomonas mexicana
GCF_014211895.1	128785	128785	Pseudoxanthomonas mexicana
GCF_001682515.1	134534	134534	Acinetobacter gyllenbergii
GCF_009884295.1	134534	134534	Acinetobacter gyllenbergii
GCF_000931695.1	134534	134534	Acinetobacter gyllenbergii
GCF_010682065.1	138336	138336	Blastococcus saxobsidens
GCF_002938435.1	138336	138336	Blastococcus saxobsidens
GCF_004217455.1	138336	138336	Blastococcus saxobsidens
GCF_002553535.1	146017	146017	Mycolicibacterium boenickei
GCF_900166915.1	146017	146017	Mycolicibacterium boenickei
GCF_010731295.1	146017	146017	Mycolicibacterium boenickei
GCF_016919325.1	146017	146017	Mycolicibacterium boenickei
GCF_001245615.1	146018	146018	Mycolicibacterium neworleansense
GCF_001570425.1	146020	146020	Mycolicibacterium brisbanense
GCF_900078665.2	146021	146021	Mycolicibacterium houstonense
GCF_003610195.1	148449	148449	Halopiger aswanensis
GCF_014138635.1	150723	150723	Aminobacter ciceronei
GCF_014138625.1	150723	150723	Aminobacter ciceronei
GCF_003667825.1	152268	152268	Metabacillus litoralis
GCF_001654695.1	152268	152268	Metabacillus litoralis
GCF_018195715.1	152268	152268	Metabacillus litoralis
